Partner Country,Unit,region,subregion,quarter,year,value
Malaysia,M3,Asia,southeast asia,Q4,2015,495.4785
Malaysia,M3,Asia,southeast asia,Q1,2016,563.751
Malaysia,M3,Asia,southeast asia,Q2,2016,462.564
Malaysia,M3,Asia,southeast asia,Q3,2016,697.143
Malaysia,M3,Asia,southeast asia,Q4,2016,611.439
Malaysia,M3,Asia,southeast asia,Q1,2017,377.4195
Maldives,M3,Asia,other asia,Q1,2009,0
Maldives,M3,Asia,other asia,Q2,2009,0
Maldives,M3,Asia,other asia,Q3,2009,0
Maldives,M3,Asia,other asia,Q4,2009,0
Maldives,M3,Asia,other asia,Q1,2010,0
Maldives,M3,Asia,other asia,Q2,2010,0
Maldives,M3,Asia,other asia,Q3,2010,0
Maldives,M3,Asia,other asia,Q4,2010,0
Maldives,M3,Asia,other asia,Q1,2011,0
Maldives,M3,Asia,other asia,Q2,2011,8
Maldives,M3,Asia,other asia,Q3,2011,0
Maldives,M3,Asia,other asia,Q4,2011,0
Maldives,M3,Asia,other asia,Q1,2012,0
Maldives,M3,Asia,other asia,Q2,2012,0
Maldives,M3,Asia,other asia,Q3,2012,0
Maldives,M3,Asia,other asia,Q4,2012,0
Maldives,M3,Asia,other asia,Q1,2013,0
Maldives,M3,Asia,other asia,Q2,2013,0
Maldives,M3,Asia,other asia,Q3,2013,0
Maldives,M3,Asia,other asia,Q4,2013,0
Maldives,M3,Asia,other asia,Q1,2014,0
Maldives,M3,Asia,other asia,Q2,2014,0
Maldives,M3,Asia,other asia,Q3,2014,0
Maldives,M3,Asia,other asia,Q4,2014,0
Maldives,M3,Asia,other asia,Q1,2015,0
Maldives,M3,Asia,other asia,Q2,2015,0
Maldives,M3,Asia,other asia,Q3,2015,0
Maldives,M3,Asia,other asia,Q4,2015,0
Maldives,M3,Asia,other asia,Q1,2016,0
Maldives,M3,Asia,other asia,Q2,2016,0
Maldives,M3,Asia,other asia,Q3,2016,0
Maldives,M3,Asia,other asia,Q4,2016,0
Maldives,M3,Asia,other asia,Q1,2017,0
Mali,M3,Africa,west africa,Q1,2009,30
Mali,M3,Africa,west africa,Q2,2009,0
Mali,M3,Africa,west africa,Q3,2009,0
Mali,M3,Africa,west africa,Q4,2009,0
Mali,M3,Africa,west africa,Q1,2010,0
Mali,M3,Africa,west africa,Q2,2010,0
Mali,M3,Africa,west africa,Q3,2010,33
Mali,M3,Africa,west africa,Q4,2010,0
Mali,M3,Africa,west africa,Q1,2011,0
Mali,M3,Africa,west africa,Q2,2011,0
Mali,M3,Africa,west africa,Q3,2011,0
Mali,M3,Africa,west africa,Q4,2011,14
Mali,M3,Africa,west africa,Q1,2012,39
Mali,M3,Africa,west africa,Q2,2012,15
Mali,M3,Africa,west africa,Q3,2012,28
Mali,M3,Africa,west africa,Q4,2012,86
Mali,M3,Africa,west africa,Q1,2013,52
Mali,M3,Africa,west africa,Q2,2013,79
Mali,M3,Africa,west africa,Q3,2013,122
Mali,M3,Africa,west africa,Q4,2013,269
Mali,M3,Africa,west africa,Q1,2014,684.9075
Mali,M3,Africa,west africa,Q2,2014,597.1875
Mali,M3,Africa,west africa,Q3,2014,671.13
Mali,M3,Africa,west africa,Q4,2014,876
Mali,M3,Africa,west africa,Q1,2015,1629.55875
Mali,M3,Africa,west africa,Q2,2015,2319.06
Mali,M3,Africa,west africa,Q3,2015,1908.8625
Mali,M3,Africa,west africa,Q4,2015,1932.2025
Mali,M3,Africa,west africa,Q1,2016,596.175
Mali,M3,Africa,west africa,Q2,2016,1554.75
Mali,M3,Africa,west africa,Q3,2016,4489.0725
Mali,M3,Africa,west africa,Q4,2016,39
Mali,M3,Africa,west africa,Q1,2017,5375.3625
Mexico,M3,Latin America,0,Q1,2009,23
Mexico,M3,Latin America,0,Q2,2009,67
Mexico,M3,Latin America,0,Q3,2009,34
Mexico,M3,Latin America,0,Q4,2009,57
Mexico,M3,Latin America,0,Q1,2010,91
Mexico,M3,Latin America,0,Q2,2010,87
Mexico,M3,Latin America,0,Q3,2010,301
Mexico,M3,Latin America,0,Q4,2010,238
Mexico,M3,Latin America,0,Q1,2011,319
Mexico,M3,Latin America,0,Q2,2011,770
Mexico,M3,Latin America,0,Q3,2011,1751
Mexico,M3,Latin America,0,Q4,2011,1171
Mexico,M3,Latin America,0,Q1,2012,1845
Mexico,M3,Latin America,0,Q2,2012,2638
Mexico,M3,Latin America,0,Q3,2012,1574
Mexico,M3,Latin America,0,Q4,2012,673
Mexico,M3,Latin America,0,Q1,2013,432
Mexico,M3,Latin America,0,Q2,2013,523
Mexico,M3,Latin America,0,Q3,2013,779
Mexico,M3,Latin America,0,Q4,2013,1625
Mexico,M3,Latin America,0,Q1,2014,1209.549
Mexico,M3,Latin America,0,Q2,2014,1433.7225
Mexico,M3,Latin America,0,Q3,2014,322.5375
Mexico,M3,Latin America,0,Q4,2014,912.97275
Mexico,M3,Latin America,0,Q1,2015,543.5325
Mexico,M3,Latin America,0,Q2,2015,823.7895
Mexico,M3,Latin America,0,Q3,2015,1391.7075
Mexico,M3,Latin America,0,Q4,2015,346.8675
Mexico,M3,Latin America,0,Q1,2016,79.14
Mexico,M3,Latin America,0,Q2,2016,120.9975
Mexico,M3,Latin America,0,Q3,2016,127.2825
Mexico,M3,Latin America,0,Q4,2016,0
Mexico,M3,Latin America,0,Q1,2017,0
Mozambique,M3,Africa,other africa,Q1,2009,615
Mozambique,M3,Africa,other africa,Q2,2009,509
Mozambique,M3,Africa,other africa,Q3,2009,1628
Mozambique,M3,Africa,other africa,Q4,2009,4004
Mozambique,M3,Africa,other africa,Q1,2010,6126
Mozambique,M3,Africa,other africa,Q2,2010,2916
Mozambique,M3,Africa,other africa,Q3,2010,11428
Mozambique,M3,Africa,other africa,Q4,2010,18729
Mozambique,M3,Africa,other africa,Q1,2011,9342
Mozambique,M3,Africa,other africa,Q2,2011,4983
Mozambique,M3,Africa,other africa,Q3,2011,13283
Mozambique,M3,Africa,other africa,Q4,2011,15457
Mozambique,M3,Africa,other africa,Q1,2012,17758
Mozambique,M3,Africa,other africa,Q2,2012,3630
Mozambique,M3,Africa,other africa,Q3,2012,5864
Mozambique,M3,Africa,other africa,Q4,2012,9720
Mozambique,M3,Africa,other africa,Q1,2013,11659
Mozambique,M3,Africa,other africa,Q2,2013,2397
Mozambique,M3,Africa,other africa,Q3,2013,5521
Mozambique,M3,Africa,other africa,Q4,2013,13644
Mozambique,M3,Africa,other africa,Q1,2014,38114.4165
Mozambique,M3,Africa,other africa,Q2,2014,17182.92825
Mozambique,M3,Africa,other africa,Q3,2014,15777.9465
Mozambique,M3,Africa,other africa,Q4,2014,21193.332
Mozambique,M3,Africa,other africa,Q1,2015,18331.74225
Mozambique,M3,Africa,other africa,Q2,2015,2626.74675
Mozambique,M3,Africa,other africa,Q3,2015,4119.5925
Mozambique,M3,Africa,other africa,Q4,2015,4682.18775
Mozambique,M3,Africa,other africa,Q1,2016,7488.02475
Mozambique,M3,Africa,other africa,Q2,2016,1090.52325
Mozambique,M3,Africa,other africa,Q3,2016,2505.4845
Mozambique,M3,Africa,other africa,Q4,2016,7524.8145
Mozambique,M3,Africa,other africa,Q1,2017,8370.414
Myanmar,M3,Asia,southeast asia,Q1,2009,4099
Myanmar,M3,Asia,southeast asia,Q2,2009,10199
Myanmar,M3,Asia,southeast asia,Q3,2009,13421
Myanmar,M3,Asia,southeast asia,Q4,2009,10781
Myanmar,M3,Asia,southeast asia,Q1,2010,4852
Myanmar,M3,Asia,southeast asia,Q2,2010,14150
Myanmar,M3,Asia,southeast asia,Q3,2010,9474
Myanmar,M3,Asia,southeast asia,Q4,2010,12624
Myanmar,M3,Asia,southeast asia,Q1,2011,12074
Myanmar,M3,Asia,southeast asia,Q2,2011,17851
Myanmar,M3,Asia,southeast asia,Q3,2011,13364
Myanmar,M3,Asia,southeast asia,Q4,2011,10079
Myanmar,M3,Asia,southeast asia,Q1,2012,17509
Myanmar,M3,Asia,southeast asia,Q2,2012,25243
Myanmar,M3,Asia,southeast asia,Q3,2012,18955
Myanmar,M3,Asia,southeast asia,Q4,2012,15350
Myanmar,M3,Asia,southeast asia,Q1,2013,55905
Myanmar,M3,Asia,southeast asia,Q2,2013,130634
Myanmar,M3,Asia,southeast asia,Q3,2013,9718
Myanmar,M3,Asia,southeast asia,Q4,2013,41235
Myanmar,M3,Asia,southeast asia,Q1,2014,100454.8343
Myanmar,M3,Asia,southeast asia,Q2,2014,72939.79425
Myanmar,M3,Asia,southeast asia,Q3,2014,18525.94275
Myanmar,M3,Asia,southeast asia,Q4,2014,13570.632
Myanmar,M3,Asia,southeast asia,Q1,2015,13463.51025
Myanmar,M3,Asia,southeast asia,Q2,2015,13773.5025
Myanmar,M3,Asia,southeast asia,Q3,2015,17715.29775
Myanmar,M3,Asia,southeast asia,Q4,2015,1627.64475
Myanmar,M3,Asia,southeast asia,Q1,2016,3461.703
Myanmar,M3,Asia,southeast asia,Q2,2016,4055.99325
Myanmar,M3,Asia,southeast asia,Q3,2016,7649.09625
Myanmar,M3,Asia,southeast asia,Q4,2016,56164.76025
Myanmar,M3,Asia,southeast asia,Q1,2017,3623.775
Namibia,M3,Africa,other africa,Q1,2009,0
Namibia,M3,Africa,other africa,Q2,2009,0
Namibia,M3,Africa,other africa,Q3,2009,0
Namibia,M3,Africa,other africa,Q4,2009,0
Namibia,M3,Africa,other africa,Q1,2010,0
Namibia,M3,Africa,other africa,Q2,2010,0
Namibia,M3,Africa,other africa,Q3,2010,0
Namibia,M3,Africa,other africa,Q4,2010,0
Namibia,M3,Africa,other africa,Q1,2011,0
Namibia,M3,Africa,other africa,Q2,2011,0
Namibia,M3,Africa,other africa,Q3,2011,0
Namibia,M3,Africa,other africa,Q4,2011,0
Namibia,M3,Africa,other africa,Q1,2012,0
Namibia,M3,Africa,other africa,Q2,2012,0
Namibia,M3,Africa,other africa,Q3,2012,0
Namibia,M3,Africa,other africa,Q4,2012,0
Namibia,M3,Africa,other africa,Q1,2013,0
Namibia,M3,Africa,other africa,Q2,2013,0
Namibia,M3,Africa,other africa,Q3,2013,0
Namibia,M3,Africa,other africa,Q4,2013,0
Namibia,M3,Africa,other africa,Q1,2014,0
Namibia,M3,Africa,other africa,Q2,2014,0
Namibia,M3,Africa,other africa,Q3,2014,0
Namibia,M3,Africa,other africa,Q4,2014,0
Namibia,M3,Africa,other africa,Q1,2015,0
Namibia,M3,Africa,other africa,Q2,2015,0
Namibia,M3,Africa,other africa,Q3,2015,0
Namibia,M3,Africa,other africa,Q4,2015,0
Namibia,M3,Africa,other africa,Q1,2016,0
Namibia,M3,Africa,other africa,Q2,2016,0
Namibia,M3,Africa,other africa,Q3,2016,0
Namibia,M3,Africa,other africa,Q4,2016,36.75
Namibia,M3,Africa,other africa,Q1,2017,57
Nepal,M3,Asia,south asia,Q1,2009,0
Nepal,M3,Asia,south asia,Q2,2009,0
Nepal,M3,Asia,south asia,Q3,2009,0
Nepal,M3,Asia,south asia,Q4,2009,0
Nepal,M3,Asia,south asia,Q1,2010,0
Nepal,M3,Asia,south asia,Q2,2010,0
Nepal,M3,Asia,south asia,Q3,2010,0
Nepal,M3,Asia,south asia,Q4,2010,0
Nepal,M3,Asia,south asia,Q1,2011,0
Nepal,M3,Asia,south asia,Q2,2011,3
Nepal,M3,Asia,south asia,Q3,2011,11
Nepal,M3,Asia,south asia,Q4,2011,12
Nepal,M3,Asia,south asia,Q1,2012,2
Nepal,M3,Asia,south asia,Q2,2012,27
Nepal,M3,Asia,south asia,Q3,2012,22
Nepal,M3,Asia,south asia,Q4,2012,34
Nepal,M3,Asia,south asia,Q1,2013,9
Nepal,M3,Asia,south asia,Q2,2013,12
Nepal,M3,Asia,south asia,Q3,2013,9
Nepal,M3,Asia,south asia,Q4,2013,27
Nepal,M3,Asia,south asia,Q1,2014,0
Nepal,M3,Asia,south asia,Q2,2014,0
Nepal,M3,Asia,south asia,Q3,2014,1.2
Nepal,M3,Asia,south asia,Q4,2014,2.25
Nepal,M3,Asia,south asia,Q1,2015,0
Nepal,M3,Asia,south asia,Q2,2015,0
Nepal,M3,Asia,south asia,Q3,2015,0
Nepal,M3,Asia,south asia,Q4,2015,0
Nepal,M3,Asia,south asia,Q1,2016,0
Nepal,M3,Asia,south asia,Q2,2016,0
Nepal,M3,Asia,south asia,Q3,2016,0
Nepal,M3,Asia,south asia,Q4,2016,0
Nepal,M3,Asia,south asia,Q1,2017,0
Nicaragua,M3,Latin America,0,Q1,2009,32
Nicaragua,M3,Latin America,0,Q2,2009,79
Nicaragua,M3,Latin America,0,Q3,2009,174
Nicaragua,M3,Latin America,0,Q4,2009,200
Nicaragua,M3,Latin America,0,Q1,2010,145
Nicaragua,M3,Latin America,0,Q2,2010,59
Nicaragua,M3,Latin America,0,Q3,2010,161
Nicaragua,M3,Latin America,0,Q4,2010,380
Nicaragua,M3,Latin America,0,Q1,2011,460
Nicaragua,M3,Latin America,0,Q2,2011,944
Nicaragua,M3,Latin America,0,Q3,2011,1669
Nicaragua,M3,Latin America,0,Q4,2011,3422
Nicaragua,M3,Latin America,0,Q1,2012,9963
Nicaragua,M3,Latin America,0,Q2,2012,13933
Nicaragua,M3,Latin America,0,Q3,2012,14670
Nicaragua,M3,Latin America,0,Q4,2012,17541
Nicaragua,M3,Latin America,0,Q1,2013,23550
Nicaragua,M3,Latin America,0,Q2,2013,13635
Nicaragua,M3,Latin America,0,Q3,2013,149
Nicaragua,M3,Latin America,0,Q4,2013,97
Nicaragua,M3,Latin America,0,Q1,2014,717.19275
Nicaragua,M3,Latin America,0,Q2,2014,546.48
Nicaragua,M3,Latin America,0,Q3,2014,351.945
Nicaragua,M3,Latin America,0,Q4,2014,452.826
Nicaragua,M3,Latin America,0,Q1,2015,559.797
Nicaragua,M3,Latin America,0,Q2,2015,392.64375
Nicaragua,M3,Latin America,0,Q3,2015,323.59575
Nicaragua,M3,Latin America,0,Q4,2015,315.1875
Nicaragua,M3,Latin America,0,Q1,2016,401.847
Nicaragua,M3,Latin America,0,Q2,2016,174.24375
Nicaragua,M3,Latin America,0,Q3,2016,103.86
Nicaragua,M3,Latin America,0,Q4,2016,426.36
Nicaragua,M3,Latin America,0,Q1,2017,267.82125
Nigeria,M3,Africa,west africa,Q1,2009,0
Nigeria,M3,Africa,west africa,Q2,2009,0
Nigeria,M3,Africa,west africa,Q3,2009,0
Nigeria,M3,Africa,west africa,Q4,2009,0
Nigeria,M3,Africa,west africa,Q1,2010,0
Nigeria,M3,Africa,west africa,Q2,2010,42
Nigeria,M3,Africa,west africa,Q3,2010,0
Nigeria,M3,Africa,west africa,Q4,2010,0
Nigeria,M3,Africa,west africa,Q1,2011,0
Nigeria,M3,Africa,west africa,Q2,2011,0
Nigeria,M3,Africa,west africa,Q3,2011,0
Nigeria,M3,Africa,west africa,Q4,2011,0
Nigeria,M3,Africa,west africa,Q1,2012,37
Nigeria,M3,Africa,west africa,Q2,2012,112
Nigeria,M3,Africa,west africa,Q3,2012,307
Nigeria,M3,Africa,west africa,Q4,2012,215
Nigeria,M3,Africa,west africa,Q1,2013,858
Nigeria,M3,Africa,west africa,Q2,2013,1842
Nigeria,M3,Africa,west africa,Q3,2013,10689
Nigeria,M3,Africa,west africa,Q4,2013,17477
Nigeria,M3,Africa,west africa,Q1,2014,34089.264
Nigeria,M3,Africa,west africa,Q2,2014,46949.21925
Nigeria,M3,Africa,west africa,Q3,2014,81546.9135
Nigeria,M3,Africa,west africa,Q4,2014,63020.2965
Nigeria,M3,Africa,west africa,Q1,2015,39574.395
Nigeria,M3,Africa,west africa,Q2,2015,42900.51825
Nigeria,M3,Africa,west africa,Q3,2015,103485.8348
Nigeria,M3,Africa,west africa,Q4,2015,27135.81225
Nigeria,M3,Africa,west africa,Q1,2016,45704.52075
Nigeria,M3,Africa,west africa,Q2,2016,95560.374
Nigeria,M3,Africa,west africa,Q3,2016,54190.95975
Nigeria,M3,Africa,west africa,Q4,2016,37799.145
Nigeria,M3,Africa,west africa,Q1,2017,147555.5888
Pakistan,M3,Asia,south asia,Q1,2009,0
Pakistan,M3,Asia,south asia,Q2,2009,4
Pakistan,M3,Asia,south asia,Q3,2009,15
Pakistan,M3,Asia,south asia,Q4,2009,0
Pakistan,M3,Asia,south asia,Q1,2010,0
Pakistan,M3,Asia,south asia,Q2,2010,0
Pakistan,M3,Asia,south asia,Q3,2010,0
Pakistan,M3,Asia,south asia,Q4,2010,0
Pakistan,M3,Asia,south asia,Q1,2011,0
Pakistan,M3,Asia,south asia,Q2,2011,0
Pakistan,M3,Asia,south asia,Q3,2011,0
Pakistan,M3,Asia,south asia,Q4,2011,0
Pakistan,M3,Asia,south asia,Q1,2012,0
Pakistan,M3,Asia,south asia,Q2,2012,0
Pakistan,M3,Asia,south asia,Q3,2012,20
Pakistan,M3,Asia,south asia,Q4,2012,13
Pakistan,M3,Asia,south asia,Q1,2013,16
Pakistan,M3,Asia,south asia,Q2,2013,13
Pakistan,M3,Asia,south asia,Q3,2013,85
Pakistan,M3,Asia,south asia,Q4,2013,80
Pakistan,M3,Asia,south asia,Q1,2014,166.7295
Pakistan,M3,Asia,south asia,Q2,2014,127.8675
Pakistan,M3,Asia,south asia,Q3,2014,0
Pakistan,M3,Asia,south asia,Q4,2014,0
Pakistan,M3,Asia,south asia,Q1,2015,0
Pakistan,M3,Asia,south asia,Q2,2015,0
Pakistan,M3,Asia,south asia,Q3,2015,0
Pakistan,M3,Asia,south asia,Q4,2015,0
Pakistan,M3,Asia,south asia,Q1,2016,0
Pakistan,M3,Asia,south asia,Q2,2016,0
Pakistan,M3,Asia,south asia,Q3,2016,0
Pakistan,M3,Asia,south asia,Q4,2016,0
Pakistan,M3,Asia,south asia,Q1,2017,0
Palau,M3,Oceania,0,Q1,2009,0
Palau,M3,Oceania,0,Q2,2009,0
Palau,M3,Oceania,0,Q3,2009,0
Palau,M3,Oceania,0,Q4,2009,0
Palau,M3,Oceania,0,Q1,2010,0
Palau,M3,Oceania,0,Q2,2010,0
Palau,M3,Oceania,0,Q3,2010,0
Palau,M3,Oceania,0,Q4,2010,0
Palau,M3,Oceania,0,Q1,2011,0
Palau,M3,Oceania,0,Q2,2011,0
Palau,M3,Oceania,0,Q3,2011,0
Palau,M3,Oceania,0,Q4,2011,0
Palau,M3,Oceania,0,Q1,2012,19
Palau,M3,Oceania,0,Q2,2012,20
Palau,M3,Oceania,0,Q3,2012,0
Palau,M3,Oceania,0,Q4,2012,0
Palau,M3,Oceania,0,Q1,2013,0
Palau,M3,Oceania,0,Q2,2013,0
Palau,M3,Oceania,0,Q3,2013,0
Palau,M3,Oceania,0,Q4,2013,0
Palau,M3,Oceania,0,Q1,2014,0
Palau,M3,Oceania,0,Q2,2014,0
Palau,M3,Oceania,0,Q3,2014,0
Palau,M3,Oceania,0,Q4,2014,0
Palau,M3,Oceania,0,Q1,2015,0
Palau,M3,Oceania,0,Q2,2015,0
Palau,M3,Oceania,0,Q3,2015,0
Palau,M3,Oceania,0,Q4,2015,0
Palau,M3,Oceania,0,Q1,2016,0
Palau,M3,Oceania,0,Q2,2016,0
Palau,M3,Oceania,0,Q3,2016,0
Palau,M3,Oceania,0,Q4,2016,0
Palau,M3,Oceania,0,Q1,2017,0
Panama,M3,Latin America,0,Q1,2009,0
Panama,M3,Latin America,0,Q2,2009,0
Panama,M3,Latin America,0,Q3,2009,0
Panama,M3,Latin America,0,Q4,2009,0
Panama,M3,Latin America,0,Q1,2010,172
Panama,M3,Latin America,0,Q2,2010,133
Panama,M3,Latin America,0,Q3,2010,710
Panama,M3,Latin America,0,Q4,2010,1568
Panama,M3,Latin America,0,Q1,2011,3997
Panama,M3,Latin America,0,Q2,2011,4109
Panama,M3,Latin America,0,Q3,2011,2931
Panama,M3,Latin America,0,Q4,2011,4898
Panama,M3,Latin America,0,Q1,2012,2373
Panama,M3,Latin America,0,Q2,2012,4982
Panama,M3,Latin America,0,Q3,2012,2137
Panama,M3,Latin America,0,Q4,2012,1076
Panama,M3,Latin America,0,Q1,2013,1123
Panama,M3,Latin America,0,Q2,2013,559
Panama,M3,Latin America,0,Q3,2013,178
Panama,M3,Latin America,0,Q4,2013,520
Panama,M3,Latin America,0,Q1,2014,2055.12825
Panama,M3,Latin America,0,Q2,2014,2713.75425
Panama,M3,Latin America,0,Q3,2014,5097.00975
Panama,M3,Latin America,0,Q4,2014,742.43925
Panama,M3,Latin America,0,Q1,2015,272.4285
Panama,M3,Latin America,0,Q2,2015,372.04725
Panama,M3,Latin America,0,Q3,2015,284.0535
Panama,M3,Latin America,0,Q4,2015,309.84075
Panama,M3,Latin America,0,Q1,2016,252.98325
Panama,M3,Latin America,0,Q2,2016,353.01
Panama,M3,Latin America,0,Q3,2016,809.08725
Panama,M3,Latin America,0,Q4,2016,1129.80525
Panama,M3,Latin America,0,Q1,2017,655.22925
Papua New Guinea,M3,Oceania,0,Q1,2009,0
Papua New Guinea,M3,Oceania,0,Q2,2009,0
Papua New Guinea,M3,Oceania,0,Q3,2009,0
Papua New Guinea,M3,Oceania,0,Q4,2009,0
Papua New Guinea,M3,Oceania,0,Q1,2010,0
Papua New Guinea,M3,Oceania,0,Q2,2010,0
Papua New Guinea,M3,Oceania,0,Q3,2010,0
Papua New Guinea,M3,Oceania,0,Q4,2010,0
Papua New Guinea,M3,Oceania,0,Q1,2011,0
Papua New Guinea,M3,Oceania,0,Q2,2011,0
Papua New Guinea,M3,Oceania,0,Q3,2011,0
Papua New Guinea,M3,Oceania,0,Q4,2011,0
Papua New Guinea,M3,Oceania,0,Q1,2012,0
Papua New Guinea,M3,Oceania,0,Q2,2012,0
Papua New Guinea,M3,Oceania,0,Q3,2012,0
Papua New Guinea,M3,Oceania,0,Q4,2012,0
Papua New Guinea,M3,Oceania,0,Q1,2013,0
Papua New Guinea,M3,Oceania,0,Q2,2013,0
Papua New Guinea,M3,Oceania,0,Q3,2013,0
Papua New Guinea,M3,Oceania,0,Q4,2013,0
Papua New Guinea,M3,Oceania,0,Q1,2014,0
Papua New Guinea,M3,Oceania,0,Q2,2014,0
Papua New Guinea,M3,Oceania,0,Q3,2014,0
Papua New Guinea,M3,Oceania,0,Q4,2014,0
Papua New Guinea,M3,Oceania,0,Q1,2015,0
Papua New Guinea,M3,Oceania,0,Q2,2015,45
Papua New Guinea,M3,Oceania,0,Q3,2015,0
Papua New Guinea,M3,Oceania,0,Q4,2015,0
Papua New Guinea,M3,Oceania,0,Q1,2016,21.1305
Papua New Guinea,M3,Oceania,0,Q2,2016,23.5395
Papua New Guinea,M3,Oceania,0,Q3,2016,0
Papua New Guinea,M3,Oceania,0,Q4,2016,0
Papua New Guinea,M3,Oceania,0,Q1,2017,0
Paraguay,M3,Latin America,0,Q1,2009,0
Paraguay,M3,Latin America,0,Q2,2009,0
Paraguay,M3,Latin America,0,Q3,2009,0
Paraguay,M3,Latin America,0,Q4,2009,0
Paraguay,M3,Latin America,0,Q1,2010,0
Paraguay,M3,Latin America,0,Q2,2010,0
Paraguay,M3,Latin America,0,Q3,2010,0
Paraguay,M3,Latin America,0,Q4,2010,0
Paraguay,M3,Latin America,0,Q1,2011,0
Paraguay,M3,Latin America,0,Q2,2011,0
Paraguay,M3,Latin America,0,Q3,2011,0
Paraguay,M3,Latin America,0,Q4,2011,0
Paraguay,M3,Latin America,0,Q1,2012,52
Paraguay,M3,Latin America,0,Q2,2012,0
Paraguay,M3,Latin America,0,Q3,2012,0
Paraguay,M3,Latin America,0,Q4,2012,0
Paraguay,M3,Latin America,0,Q1,2013,0
Paraguay,M3,Latin America,0,Q2,2013,0
Paraguay,M3,Latin America,0,Q3,2013,0
Paraguay,M3,Latin America,0,Q4,2013,0
Paraguay,M3,Latin America,0,Q1,2014,0
Paraguay,M3,Latin America,0,Q2,2014,0
Paraguay,M3,Latin America,0,Q3,2014,40.4175
Paraguay,M3,Latin America,0,Q4,2014,0
Paraguay,M3,Latin America,0,Q1,2015,0
Paraguay,M3,Latin America,0,Q2,2015,0
Paraguay,M3,Latin America,0,Q3,2015,0
Paraguay,M3,Latin America,0,Q4,2015,0
Paraguay,M3,Latin America,0,Q1,2016,0
Paraguay,M3,Latin America,0,Q2,2016,0
Paraguay,M3,Latin America,0,Q3,2016,0
Paraguay,M3,Latin America,0,Q4,2016,0
Paraguay,M3,Latin America,0,Q1,2017,20.11125
Philippines,M3,Asia,southeast asia,Q1,2009,0
Philippines,M3,Asia,southeast asia,Q2,2009,0
Philippines,M3,Asia,southeast asia,Q3,2009,0
Philippines,M3,Asia,southeast asia,Q4,2009,0
Philippines,M3,Asia,southeast asia,Q1,2010,0
Philippines,M3,Asia,southeast asia,Q2,2010,0
Philippines,M3,Asia,southeast asia,Q3,2010,0
Philippines,M3,Asia,southeast asia,Q4,2010,0
Philippines,M3,Asia,southeast asia,Q1,2011,0
Philippines,M3,Asia,southeast asia,Q2,2011,0
Philippines,M3,Asia,southeast asia,Q3,2011,0
Philippines,M3,Asia,southeast asia,Q4,2011,0
Philippines,M3,Asia,southeast asia,Q1,2012,16
Philippines,M3,Asia,southeast asia,Q2,2012,84
Philippines,M3,Asia,southeast asia,Q3,2012,19
Philippines,M3,Asia,southeast asia,Q4,2012,0
Philippines,M3,Asia,southeast asia,Q1,2013,0
Philippines,M3,Asia,southeast asia,Q2,2013,0
Philippines,M3,Asia,southeast asia,Q3,2013,0
Philippines,M3,Asia,southeast asia,Q4,2013,0
Philippines,M3,Asia,southeast asia,Q1,2014,7.76325
Philippines,M3,Asia,southeast asia,Q2,2014,78.2265
Philippines,M3,Asia,southeast asia,Q3,2014,93.9675
Philippines,M3,Asia,southeast asia,Q4,2014,63.5325
Philippines,M3,Asia,southeast asia,Q1,2015,33.7545
Philippines,M3,Asia,southeast asia,Q2,2015,0
Philippines,M3,Asia,southeast asia,Q3,2015,0
Philippines,M3,Asia,southeast asia,Q4,2015,0
Philippines,M3,Asia,southeast asia,Q1,2016,0
Philippines,M3,Asia,southeast asia,Q2,2016,1.46925
Philippines,M3,Asia,southeast asia,Q3,2016,0
Philippines,M3,Asia,southeast asia,Q4,2016,0
Philippines,M3,Asia,southeast asia,Q1,2017,0
Senegal,M3,Africa,west africa,Q1,2009,0
Senegal,M3,Africa,west africa,Q2,2009,0
Senegal,M3,Africa,west africa,Q3,2009,0
Senegal,M3,Africa,west africa,Q4,2009,0
Senegal,M3,Africa,west africa,Q1,2010,0
Senegal,M3,Africa,west africa,Q2,2010,0
Senegal,M3,Africa,west africa,Q3,2010,0
Senegal,M3,Africa,west africa,Q4,2010,0
Senegal,M3,Africa,west africa,Q1,2011,0
Senegal,M3,Africa,west africa,Q2,2011,0
Senegal,M3,Africa,west africa,Q3,2011,0
Senegal,M3,Africa,west africa,Q4,2011,0
Senegal,M3,Africa,west africa,Q1,2012,0
Senegal,M3,Africa,west africa,Q2,2012,0
Senegal,M3,Africa,west africa,Q3,2012,0
Senegal,M3,Africa,west africa,Q4,2012,0
Senegal,M3,Africa,west africa,Q1,2013,0
Senegal,M3,Africa,west africa,Q2,2013,0
Senegal,M3,Africa,west africa,Q3,2013,0
Senegal,M3,Africa,west africa,Q4,2013,0
Senegal,M3,Africa,west africa,Q1,2014,0
Senegal,M3,Africa,west africa,Q2,2014,0
Senegal,M3,Africa,west africa,Q3,2014,33.975
Senegal,M3,Africa,west africa,Q4,2014,0
Senegal,M3,Africa,west africa,Q1,2015,0
Senegal,M3,Africa,west africa,Q2,2015,64.5
Senegal,M3,Africa,west africa,Q3,2015,0
Senegal,M3,Africa,west africa,Q4,2015,0
Senegal,M3,Africa,west africa,Q1,2016,0
Senegal,M3,Africa,west africa,Q2,2016,0
Senegal,M3,Africa,west africa,Q3,2016,0
Senegal,M3,Africa,west africa,Q4,2016,0
